Age,AcademicPressure,WorkPressure,CGPA,StudySatisfaction,Work/StudyHours,FinancialStress,Stress_Index,Gender_Female,Gender_Male,SleepDuration_5-6hours,SleepDuration_7-8hours,SleepDuration_Lessthan5hours,SleepDuration_Morethan8hours,DietaryHabits_Healthy,DietaryHabits_Moderate,DietaryHabits_Unhealthy,Haveyoueverhadsuicidalthoughts?_No,Haveyoueverhadsuicidalthoughts?_Yes,FamilyHistoryofMentalIllness_No,FamilyHistoryofMentalIllness_Yes,target
21,5,0,9.19,1,9,5.0,5.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
18,5,0,5.85,2,12,5.0,5.0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
34,1,0,6.89,5,3,1.0,1.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
28,3,0,6.16,1,1,2.0,2.5,1,0,1,0,0,0,0,1,0,1,0,1,0,0
28,5,0,8.77,2,12,1.0,3.0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
19,3,0,7.64,4,10,5.0,4.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
23,2,0,8.24,1,1,3.0,2.5,0,1,1,0,0,0,0,1,0,1,0,0,1,0
33,1,0,8.79,3,10,5.0,3.0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
28,2,0,5.65,1,7,4.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
20,1,0,9.96,4,12,3.0,2.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
27,2,0,7.38,5,12,4.0,3.0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
18,4,0,5.16,5,4,2.0,3.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
26,2,0,7.72,3,10,4.0,3.0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
22,2,0,8.46,5,6,3.0,2.5,1,0,0,0,1,0,0,0,1,1,0,1,0,0
23,4,0,8.35,4,11,2.0,3.0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
26,1,0,7.15,2,11,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
21,4,0,6.08,1,2,4.0,4.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
31,3,0,8.14,2,11,5.0,4.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
18,2,0,6.78,5,8,1.0,1.5,0,1,0,0,0,1,0,0,1,1,0,1,0,0
27,1,0,9.56,5,7,1.0,1.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
19,3,0,7.04,1,11,5.0,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
19,4,0,7.32,2,10,1.0,2.5,1,0,1,0,0,0,0,1,0,1,0,1,0,0
32,1,0,8.5,4,9,2.0,1.5,0,1,0,0,1,0,0,1,0,1,0,1,0,0
23,5,0,8.9,3,11,1.0,3.0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
19,3,0,9.56,1,11,5.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
22,4,0,8.14,2,10,1.0,2.5,0,1,1,0,0,0,0,1,0,0,1,0,1,1
26,2,0,5.77,5,9,5.0,3.5,0,1,0,0,0,1,0,1,0,0,1,0,1,1
25,3,0,9.6,3,12,4.0,3.5,1,0,0,1,0,0,0,1,0,0,1,1,0,1
22,3,0,5.46,1,10,4.0,3.5,0,1,0,0,1,0,1,0,0,0,1,0,1,1
32,3,0,9.96,1,2,3.0,3.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
33,3,0,9.21,2,11,5.0,4.0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
19,1,0,7.04,2,0,3.0,2.0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
28,2,0,5.16,2,12,1.0,1.5,1,0,1,0,0,0,1,0,0,1,0,1,0,0
19,4,0,8.96,3,7,5.0,4.5,1,0,0,1,0,0,1,0,0,0,1,0,1,0
26,3,0,7.35,2,7,4.0,3.5,0,1,0,0,0,1,0,1,0,0,1,1,0,1
23,1,0,9.46,3,0,4.0,2.5,0,1,1,0,0,0,0,0,1,1,0,0,1,0
33,1,0,6.36,1,2,4.0,2.5,1,0,1,0,0,0,0,1,0,0,1,1,0,0
32,5,0,7.77,4,0,4.0,4.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
31,2,0,6.78,2,3,1.0,1.5,0,1,0,1,0,0,0,0,1,0,1,1,0,0
20,5,0,5.74,1,8,5.0,5.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20,3,0,7.7,3,10,5.0,4.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
31,5,0,8.38,1,3,3.0,4.0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
33,3,0,5.88,3,7,1.0,2.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
29,3,0,9.74,5,10,5.0,4.0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
33,1,0,7.85,3,10,2.0,1.5,0,1,0,0,1,0,0,0,1,1,0,1,0,0
27,1,0,8.46,2,11,4.0,2.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
24,5,0,8.95,1,9,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
19,5,0,5.75,5,9,2.0,3.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
23,3,0,9.6,3,9,3.0,3.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
33,4,0,5.64,3,12,2.0,3.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
21,5,0,8.74,2,12,3.0,4.0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
27,4,0,5.74,2,8,3.0,3.5,0,1,0,1,0,0,0,1,0,0,1,1,0,1
22,4,0,6.37,4,2,5.0,4.5,0,1,0,1,0,0,1,0,0,0,1,1,0,1
28,2,0,7.47,2,2,1.0,1.5,0,1,0,0,1,0,0,0,1,1,0,0,1,0
22,3,0,9.93,4,12,5.0,4.0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
34,1,0,8.59,4,12,1.0,1.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
28,3,0,9.46,4,7,4.0,3.5,1,0,0,1,0,0,0,1,0,0,1,1,0,1
20,3,0,6.0,2,4,5.0,4.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
23,2,0,6.29,1,10,5.0,3.5,0,1,0,0,1,0,0,0,1,1,0,1,0,0
33,2,0,9.03,2,10,3.0,2.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
20,5,0,8.0,3,7,4.0,4.5,1,0,0,0,1,0,0,0,1,0,1,0,1,1
34,1,0,6.27,2,10,1.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
25,4,0,7.88,5,6,5.0,4.5,0,1,1,0,0,0,0,0,1,0,1,0,1,0
20,3,0,8.81,4,10,2.0,2.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
21,3,0,5.75,2,10,5.0,4.0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
29,3,0,8.54,1,11,3.0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
18,2,0,6.56,4,9,5.0,3.5,0,1,0,0,0,1,0,0,1,0,1,1,0,1
19,2,0,9.21,2,12,4.0,3.0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
19,3,0,9.44,1,10,4.0,3.5,0,1,0,0,0,1,0,1,0,0,1,0,1,1
28,3,0,5.42,4,7,3.0,3.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
32,2,0,5.64,3,2,2.0,2.0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
25,5,0,8.04,3,6,4.0,4.5,1,0,0,0,1,0,0,0,1,0,1,1,0,1
29,4,0,9.72,1,5,3.0,3.5,0,1,0,0,0,1,0,1,0,0,1,0,1,1
26,4,0,9.71,1,9,1.0,2.5,0,1,1,0,0,0,0,1,0,0,1,0,1,1
25,5,0,7.47,2,8,5.0,5.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
20,3,0,6.51,4,6,2.0,2.5,0,1,0,1,0,0,1,0,0,0,1,0,1,1
32,5,0,5.3,1,6,5.0,5.0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
31,1,0,9.72,2,5,2.0,1.5,1,0,0,0,0,1,1,0,0,1,0,0,1,0
21,3,0,8.35,5,9,5.0,4.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
21,3,0,5.42,4,10,2.0,2.5,0,1,0,0,1,0,1,0,0,0,1,0,1,0
24,3,0,5.11,2,7,4.0,3.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
30,3,0,8.27,5,3,2.0,2.5,1,0,0,0,0,1,1,0,0,1,0,0,1,0
29,3,0,5.85,5,10,2.0,2.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
28,3,0,5.99,1,12,2.0,2.5,0,1,1,0,0,0,0,0,1,1,0,0,1,1
32,3,0,5.11,4,7,3.0,3.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
28,3,0,7.28,5,10,2.0,2.5,1,0,0,1,0,0,1,0,0,0,1,0,1,0
19,2,0,7.5,4,5,5.0,3.5,1,0,0,0,1,0,0,1,0,0,1,1,0,1
31,5,0,8.38,3,12,5.0,5.0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
22,5,0,8.9,5,2,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
31,4,0,9.98,4,2,4.0,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
34,2,0,5.86,2,12,4.0,3.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
29,4,0,7.47,2,11,1.0,2.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
27,5,0,7.47,4,6,2.0,3.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
32,4,0,7.1,3,9,5.0,4.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
31,1,0,9.88,2,0,1.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
25,3,0,9.24,1,1,3.0,3.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
23,4,0,6.26,3,10,4.0,4.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
18,4,0,5.83,3,1,2.0,3.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
31,5,0,7.88,4,2,1.0,3.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
27,5,0,7.94,3,10,1.0,3.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
30,1,0,5.82,5,5,3.0,2.0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
25,3,0,8.04,4,10,3.0,3.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
32,2,0,6.47,2,4,5.0,3.5,1,0,0,0,0,1,1,0,0,0,1,0,1,1
25,2,0,7.9,5,12,3.0,2.5,0,1,1,0,0,0,1,0,0,0,1,0,1,0
21,1,0,5.86,4,2,5.0,3.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
31,5,0,6.0,1,8,3.0,4.0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
34,2,0,9.84,5,8,4.0,3.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
18,5,0,7.94,4,8,3.0,4.0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
19,1,0,7.02,3,0,5.0,3.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
22,3,0,7.25,2,10,1.0,2.0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
22,4,0,5.57,2,11,4.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
26,4,0,9.04,3,10,2.0,3.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
20,5,0,9.79,4,9,2.0,3.5,1,0,0,0,1,0,1,0,0,0,1,0,1,1
24,5,0,7.25,1,10,2.0,3.5,1,0,0,0,0,1,1,0,0,1,0,1,0,0
20,4,0,8.74,4,9,5.0,4.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
22,4,0,8.91,3,10,5.0,4.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
31,2,0,7.26,4,4,1.0,1.5,0,1,1,0,0,0,0,0,1,0,1,0,1,0
34,2,0,6.86,5,11,2.0,2.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
18,5,0,6.5,1,3,2.0,3.5,0,1,0,0,1,0,0,1,0,0,1,1,0,1
28,3,0,5.46,2,10,3.0,3.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
23,2,0,9.72,5,6,1.0,1.5,0,1,0,0,0,1,0,0,1,1,0,1,0,0
23,3,0,8.92,1,1,5.0,4.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
27,5,0,8.52,2,12,1.0,3.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
34,2,0,9.94,3,6,3.0,2.5,0,1,0,0,0,1,1,0,0,0,1,0,1,0
31,3,0,5.77,4,6,2.0,2.5,1,0,0,1,0,0,1,0,0,0,1,0,1,1
18,4,0,9.72,4,11,5.0,4.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
24,2,0,5.9,5,3,2.0,2.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
27,3,0,8.04,5,2,3.0,3.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
34,2,0,7.27,5,11,2.0,2.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
24,3,0,5.12,1,4,2.0,2.5,0,1,0,0,0,1,1,0,0,0,1,0,1,1
28,5,0,9.24,1,12,2.0,3.5,1,0,1,0,0,0,0,0,1,0,1,1,0,1
33,4,0,7.72,4,11,4.0,4.0,1,0,0,1,0,0,0,0,1,1,0,0,1,1
27,5,0,8.04,1,11,3.0,4.0,0,1,1,0,0,0,1,0,0,1,0,0,1,1
28,4,0,9.1,2,9,1.0,2.5,1,0,0,0,1,0,0,1,0,1,0,1,0,0
18,3,0,8.64,1,9,2.0,2.5,0,1,0,0,1,0,0,1,0,0,1,1,0,1
31,4,0,5.47,4,10,5.0,4.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
24,3,0,6.84,2,10,5.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
31,1,0,8.61,4,10,1.0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
33,1,0,6.47,1,9,5.0,3.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
33,4,0,5.17,4,6,5.0,4.5,1,0,0,0,0,1,1,0,0,1,0,0,1,0
19,4,0,6.0,4,6,4.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
28,3,0,7.87,2,12,2.0,2.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0
28,3,0,9.88,4,10,3.0,3.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
29,5,0,8.95,2,12,5.0,5.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
19,1,0,7.49,1,7,2.0,1.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0
21,4,0,9.21,3,5,3.0,3.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
28,5,0,8.63,3,8,2.0,3.5,1,0,0,0,1,0,1,0,0,1,0,0,1,0
33,4,0,8.23,4,2,2.0,3.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
25,2,0,6.1,2,11,5.0,3.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
28,5,0,7.5,2,4,4.0,4.5,1,0,1,0,0,0,1,0,0,0,1,1,0,1
33,3,0,7.07,5,8,3.0,3.0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
33,1,0,7.1,4,0,1.0,1.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
23,3,0,8.54,4,10,3.0,3.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
19,5,0,8.7,4,8,4.0,4.5,0,1,0,0,0,1,0,0,1,1,0,0,1,1
25,3,0,9.96,5,10,5.0,4.0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
33,3,0,9.89,5,8,1.0,2.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
27,4,0,9.71,5,11,5.0,4.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
32,5,0,8.95,1,0,3.0,4.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
32,1,0,5.88,5,3,4.0,2.5,1,0,0,0,1,0,0,1,0,0,1,1,0,0
20,5,0,8.04,4,6,5.0,5.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
22,2,0,7.88,3,7,3.0,2.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
31,3,0,8.54,4,1,3.0,3.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
23,2,0,5.74,1,11,3.0,2.5,0,1,0,0,0,1,1,0,0,1,0,0,1,1
21,1,0,6.74,3,9,4.0,2.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
32,5,0,8.01,1,11,4.0,4.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
22,3,0,8.07,1,10,2.0,2.5,1,0,0,0,1,0,0,0,1,0,1,1,0,0
29,4,0,9.96,2,7,2.0,3.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
29,3,0,6.88,1,0,1.0,2.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
20,3,0,8.5,3,8,4.0,3.5,1,0,1,0,0,0,1,0,0,1,0,1,0,0
22,1,0,6.37,1,1,5.0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
28,5,0,7.52,3,2,5.0,5.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
25,3,0,8.91,2,5,5.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
30,4,0,8.59,3,11,1.0,2.5,0,1,0,0,0,1,0,0,1,1,0,1,0,0
18,3,0,9.44,4,7,1.0,2.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
28,4,0,7.21,2,12,5.0,4.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
27,1,0,6.37,4,12,1.0,1.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
26,1,0,5.08,4,7,2.0,1.5,0,1,1,0,0,0,1,0,0,0,1,1,0,0
34,4,0,9.34,2,9,3.0,3.5,1,0,0,1,0,0,0,0,1,1,0,1,0,0
25,1,0,8.28,5,0,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
18,5,0,5.37,4,2,1.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
21,5,0,7.64,1,4,4.0,4.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
22,4,0,6.03,3,6,3.0,3.5,1,0,1,0,0,0,1,0,0,0,1,1,0,0
18,5,0,5.59,2,10,4.0,4.5,1,0,1,0,0,0,0,1,0,0,1,0,1,1
33,1,0,5.74,2,4,1.0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
33,1,0,6.75,3,11,3.0,2.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
32,3,0,8.17,3,8,5.0,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
33,2,0,8.62,4,0,2.0,2.0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
33,3,0,5.59,2,10,5.0,4.0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
24,4,0,9.44,2,7,4.0,4.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
31,1,0,8.69,4,9,1.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
31,2,0,9.96,1,4,3.0,2.5,1,0,0,0,1,0,0,1,0,0,1,1,0,1
33,2,0,8.28,2,8,5.0,3.5,1,0,0,1,0,0,0,0,1,0,1,1,0,1
19,5,0,8.78,3,7,3.0,4.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
23,1,0,8.74,1,6,3.0,2.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
34,3,0,8.74,4,11,5.0,4.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
27,3,0,9.71,1,8,5.0,4.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
33,4,0,6.25,5,12,2.0,3.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
21,2,0,5.74,3,8,2.0,2.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
26,3,0,6.39,3,5,5.0,4.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
31,4,0,8.71,1,7,3.0,3.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
20,3,0,6.89,4,4,4.0,3.5,0,1,0,0,0,1,1,0,0,1,0,1,0,0
33,2,0,7.27,5,12,4.0,3.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
20,5,0,6.65,3,11,4.0,4.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
31,3,0,5.08,2,2,5.0,4.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
28,4,0,6.37,2,12,5.0,4.5,1,0,1,0,0,0,0,1,0,0,1,1,0,1
33,4,0,7.7,1,1,4.0,4.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
33,4,0,7.83,1,11,3.0,3.5,0,1,0,0,0,1,0,1,0,0,1,0,1,1
21,4,0,7.48,2,10,5.0,4.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
25,2,0,7.09,1,7,5.0,3.5,0,1,1,0,0,0,0,1,0,0,1,1,0,1
29,4,0,7.64,4,7,4.0,4.0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
23,4,0,8.04,3,12,5.0,4.5,0,1,1,0,0,0,0,0,1,1,0,0,1,1
20,1,0,6.47,5,3,2.0,1.5,1,0,0,0,1,0,1,0,0,1,0,1,0,0
21,1,0,8.91,5,8,5.0,3.0,1,0,0,1,0,0,0,0,1,1,0,0,1,1
27,4,0,5.26,3,12,2.0,3.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
20,5,0,9.88,2,11,3.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
33,1,0,8.54,4,0,2.0,1.5,1,0,0,0,0,1,0,0,1,1,0,1,0,0
21,5,0,8.95,2,7,4.0,4.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
20,3,0,7.04,2,0,2.0,2.5,0,1,0,0,0,1,0,1,0,0,1,1,0,0
30,5,0,6.26,3,12,2.0,3.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
25,3,0,6.78,2,12,4.0,3.5,1,0,0,1,0,0,1,0,0,0,1,1,0,1
18,1,0,7.22,3,8,3.0,2.0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
32,3,0,7.49,1,10,4.0,3.5,0,1,0,0,0,1,1,0,0,0,1,1,0,1
30,2,0,7.53,3,6,2.0,2.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
28,1,0,6.51,3,8,1.0,1.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
21,1,0,6.82,3,4,4.0,2.5,1,0,0,0,0,1,0,0,1,0,1,1,0,0
33,2,0,8.5,4,7,2.0,2.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
25,4,0,8.91,2,9,2.0,3.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
19,3,0,9.05,2,10,5.0,4.0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
19,1,0,9.41,4,4,1.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
32,2,0,9.96,5,4,1.0,1.5,0,1,0,0,1,0,0,1,0,0,1,1,0,0
21,1,0,7.82,4,11,3.0,2.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
19,5,0,8.95,1,11,2.0,3.5,0,1,0,1,0,0,0,1,0,0,1,0,1,1
20,4,0,8.95,3,4,2.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
24,3,0,6.83,1,4,5.0,4.0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
28,3,0,6.51,4,3,3.0,3.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
22,1,0,9.33,3,9,3.0,2.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
32,1,0,7.53,3,2,2.0,1.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0
25,4,0,8.0,2,10,3.0,3.5,1,0,0,0,0,1,0,1,0,0,1,0,1,1
31,1,0,8.73,2,2,1.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
18,4,0,7.99,2,10,1.0,2.5,0,1,0,0,0,1,0,1,0,0,1,1,0,1
33,3,0,9.6,5,12,2.0,2.5,1,0,0,1,0,0,0,1,0,0,1,1,0,1
23,3,0,6.16,3,1,1.0,2.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
28,5,0,6.99,1,6,2.0,3.5,1,0,0,0,1,0,0,1,0,0,1,1,0,1
18,3,0,9.63,4,10,5.0,4.0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
33,3,0,7.7,5,12,3.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
25,2,0,8.93,4,10,1.0,1.5,1,0,0,0,0,1,1,0,0,1,0,1,0,0
22,4,0,5.86,4,5,4.0,4.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
23,3,0,8.09,5,3,4.0,3.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0
21,4,0,7.37,1,4,1.0,2.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
19,3,0,5.08,4,5,4.0,3.5,0,1,0,1,0,0,1,0,0,0,1,1,0,1
34,2,0,6.51,2,0,2.0,2.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
32,3,0,7.1,4,11,5.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
19,4,0,9.95,3,10,5.0,4.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
28,1,0,6.89,2,1,3.0,2.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
30,5,0,9.1,3,12,4.0,4.5,1,0,0,1,0,0,1,0,0,0,1,0,1,1
26,5,0,9.11,5,5,4.0,4.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
23,5,0,9.72,2,2,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,1,0,1
34,1,0,8.46,1,8,3.0,2.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
31,2,0,7.43,3,10,2.0,2.0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
29,3,0,7.22,4,9,5.0,4.0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
27,1,0,6.78,3,8,1.0,1.0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
28,3,0,8.58,4,10,1.0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
26,4,0,7.72,5,12,5.0,4.5,1,0,1,0,0,0,0,1,0,1,0,0,1,1
32,5,0,9.89,1,8,1.0,3.0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
22,3,0,8.54,3,12,2.0,2.5,0,1,0,1,0,0,1,0,0,0,1,1,0,1
20,5,0,5.85,2,7,2.0,3.5,1,0,1,0,0,0,0,0,1,0,1,1,0,1
18,3,0,8.04,2,6,3.0,3.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
34,2,0,6.83,3,6,3.0,2.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
21,4,0,9.46,1,2,1.0,2.5,1,0,0,0,1,0,1,0,0,0,1,0,1,1
24,4,0,6.51,3,0,5.0,4.5,0,1,1,0,0,0,0,1,0,0,1,0,1,1
24,1,0,5.42,3,10,1.0,1.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
22,4,0,7.37,4,6,3.0,3.5,0,1,1,0,0,0,1,0,0,0,1,1,0,1
34,2,0,8.27,5,8,5.0,3.5,1,0,0,1,0,0,1,0,0,0,1,1,0,1
33,1,0,8.21,3,0,5.0,3.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
